"YEAR","CONF","TEAM","SEED","ROUND","KADJ.T","KADJ.O","KADJ.D","BADJ.EM","BADJ.O","BADJ.D","GAMES","W","L","WIN.","EFG.","EFG.D","FTR","FTRD","TOV.","TOV.D","OREB.","DREB.","OP.OREB.","OP.DREB.","RAW.T","X2PT.","X2PT.D","X3PT.","X3PT.D","BLK.","BLKED.","AST.","OP.AST.","X2PTR","X3PTR","X2PTRD","X3PTRD","BADJ.T","AVG.HGT","EFF.HGT","EXP","TALENT","FT.","OP.FT.","PPPO","PPPD"
2011,"B10","Purdue",3,32,66.3974,115.013,89.4016,23.9,113.7,89.8,32,25,7,78.125,50.8,45.8,35.1,31.4,15.6,21.7,32,70,30,68,66.1,48.7,44.5,36.7,32.8,10.5,8.6,61.6,54.7,67,33,72.6,27.4,67.1,76.274,79.791,1.788,77.588,71.2,69.4,1.096,0.927
2011,"A10","Richmond",12,16,63.1619,111.003,95.4298,14.5,110.2,95.7,34,27,7,79.41176,53.6,44.6,33.4,29.2,16.6,19.8,28.2,67.1,32.9,71.8,63.7,50,44.4,40,30.1,10.5,7.7,60,49.5,63.5,36.5,70,30,63.9,77.302,81.194,2.275,19.193,69.1,68.9,1.093,0.95
2011,"MAAC","Saint Peter's",14,64,64.6119,95.0018,91.7599,2.1,93.6,91.5,33,20,13,60.60606,45.9,42.2,39.8,42.4,22.9,21.6,32.5,65.9,34.1,67.5,65.5,43,40.6,34.8,30.6,12.6,11,53.7,52.6,68,32,68.5,31.5,65.1,75.195,78.343,2.141,2.161,64.3,65.1,0.933,0.911
2011,"MWC","San Diego St.",2,16,62.8786,113.834,88.2242,22.4,112.3,89.9,32,30,2,93.75,50.8,43.9,32.7,28.9,17.2,19.9,37.6,70,30,62.4,64.1,51.1,43.2,33.6,30.5,12.4,7.3,50.7,49.1,69.8,30.2,70.3,29.7,63.9,77.164,80.161,2.076,41.701,70,71.9,1.109,0.919
2011,"BE","St. John's",6,64,66.3588,110.496,93.6698,17.1,110.1,93,32,21,11,65.625,49.4,50.5,44.8,39.9,18.7,24.1,33.1,67.1,32.9,66.9,66.4,49.4,47.4,33,36.6,9.1,9.7,52.3,66.4,76,24,59.7,40.3,67,76.231,79.556,2.668,38.382,71.1,69.8,1.051,0.996
2011,"BE","Syracuse",3,32,65.0381,114.248,91.6187,21.6,113.5,91.9,32,25,7,78.125,52.8,45.2,35.6,29.4,18.3,20.7,37,66.5,33.5,63,66.3,52.5,44.5,35.7,30.8,19.4,7.8,60.1,63.7,68.6,31.4,61,39,66.5,78.464,81.26,1.394,80.006,66,66.3,1.107,0.95
2011,"A10","Temple",7,32,64.7767,109.724,92.7362,15.7,107.9,92.2,32,25,7,78.125,50.1,46,34.5,27.3,16.3,20,32.1,71.5,28.5,67.9,66.2,48.9,43.4,35.4,35.1,11.6,7.8,59.6,49.5,69.9,30.1,72.4,27.6,65.8,77.727,80.093,1.787,27.287,69.4,70.3,1.068,0.936
2011,"SEC","Tennessee",9,64,66.3754,107.96,94.5968,15.3,109.1,93.8,33,19,14,57.57576,47.8,47.5,39.7,38.8,19.5,20.8,38.2,67.9,32.1,61.8,67.3,48.8,46.3,30.4,33.2,10.5,10.4,52.7,52.4,70.2,29.8,63.3,36.7,67.2,77.433,80.518,1.883,44.927,68.3,70.6,1.043,0.993
2011,"B12","Texas",4,32,65.8605,114.882,88.1564,26,113.7,87.7,34,27,7,79.41176,50.3,42,43.2,31.1,17.3,19,38.2,69.7,30.3,61.8,67.8,48.1,41.5,37.7,29,11.3,6.8,50.9,41.2,74,26,74.4,25.6,67,76.827,79.893,1.47,87.745,64.5,68.6,1.097,0.899
2011,"B12","Texas A&M",7,64,61.4192,109.943,94.5593,13.2,107.9,94.7,31,23,8,74.19355,49.6,46.5,47.6,36.7,20.3,20.7,37.9,70.3,29.7,62.1,63.3,49.1,45.9,33.7,31.8,4.5,12,58.3,51.6,69.3,30.7,67,33,62.9,76.824,79.8,1.859,69.642,70.4,68.9,1.067,0.956
2011,"CUSA","UAB",12,68,62.1202,108.63,96.1119,12.2,107.8,95.6,30,22,8,73.33333,50.8,45.6,30.2,32.5,19,19.2,33.8,69.1,30.9,66.2,63,50.9,45.2,33.7,31,8.2,10,55.6,47.8,59.8,40.2,70.2,29.8,63,75.667,80.653,1.605,32.272,71.9,69.8,1.066,0.964
2011,"BW","UC Santa Barbara",15,64,64.4276,103.503,99.4018,2.9,102.2,99.3,29,16,13,55.17241,51.9,46.8,37.2,42.6,21.7,20.1,28.4,68.1,31.9,71.6,65.5,49.8,42.3,37,36.6,12.1,6.8,60.5,58.3,63.3,36.7,64.7,35.3,65.7,76.873,80.476,2.161,12.559,76.5,70,1.027,0.995
2011,"P10","UCLA",7,32,65.5545,107.561,93.8189,13.6,106.9,93.3,32,22,10,68.75,50.4,45.9,42.8,33,22.1,17.9,36,68.6,31.4,64,66.8,50.9,44.1,32.9,34.2,13.5,7.1,59.6,47.9,70.7,29.3,74.7,25.3,66.5,77.972,80.891,1.198,77.947,68.3,66.7,1.036,0.974
2011,"BSth","UNC Asheville",16,64,67.7991,101.432,99.0391,-0.6,98.4,99,29,16,13,55.17241,49.2,47.7,41.8,39.6,21.4,24.3,32.1,64.2,35.8,67.9,69.6,49.1,46.1,32.9,34,11.6,9.2,55.5,52.6,73.8,26.2,67.1,32.9,69.6,75.556,77.966,1.789,3.853,70,68.5,1.01,0.967
2011,"MWC","UNLV",8,64,66.9325,110.321,91.5518,18.9,109.6,90.7,32,24,8,75,51,45.4,39.2,39.9,18.7,24,33.5,68.1,31.9,66.5,67.4,51.6,43.8,33.1,32.4,10.7,6.6,60.5,49.9,70,30,66.7,33.3,68.1,77.411,80.565,1.792,60.906,69,69.6,1.062,0.925
2011,"P10","USC",11,68,62.1879,108.303,93.9363,14.2,107,92.8,33,19,14,57.57576,50.1,46.4,34.7,36.4,17.6,18.5,30.2,71.9,28.1,69.8,64.5,48.5,44.7,35.7,33.3,8.1,7.8,49.9,45.9,68.3,31.7,68.8,31.2,63.4,75.797,81.509,1.87,60.319,65.3,70.2,1.033,0.97
2011,"WAC","Utah St.",12,64,62.8424,110.413,90.2135,18.6,109.3,90.7,32,29,3,90.625,52.2,43.3,43.4,34,18.4,18.9,34.2,74.3,25.7,65.8,63.9,51.5,42.4,35.8,30,9.2,8.2,59.4,52,68.8,31.2,66.6,33.4,63.3,76.62,79.483,2.597,21.428,73.6,66.9,1.106,0.9
2011,"Slnd","UTSA",16,64,67.0401,101.474,106.668,-3.7,101.1,104.8,29,16,13,55.17241,49.4,48.8,41.6,37.8,19.6,19.9,29.9,66.6,33.4,70.1,68.7,46.6,47.9,36.3,33.6,6.9,9.7,53.6,54,64.1,35.9,61,39,68.1,76.696,79.07,1.46,11.623,72,70.4,1.026,1.029
2011,"SEC","Vanderbilt",5,64,66.882,115.206,97.7687,18.1,114.4,96.3,33,23,10,69.69697,52.8,45.7,45,28.2,19.1,17.8,32.8,67.8,32.2,67.2,68,51.1,45.7,37,30.6,11.6,9.6,53.6,46,61.5,38.5,68.9,31.1,68.1,77.874,80.559,1.54,81.31,74.7,70.3,1.108,0.984
2011,"CAA","VCU",11,4,65.9737,109.563,100.813,8.2,108.8,100.6,34,23,11,67.64706,50.9,50.4,37,34,17.5,22.5,31.6,63.6,36.4,68.4,65.5,48.8,49.2,35.9,35.5,9.5,11,58.5,54.6,59.2,40.8,70.9,29.1,66.9,76.393,80.236,2.142,50.027,71.9,67.9,1.082,1.02
2011,"BE","Villanova",9,64,65.5804,114.746,96.4465,18.6,114.2,95.6,32,21,11,65.625,49.7,46.4,42.6,36.2,18.1,18.3,36,69.8,30.2,64,65.9,48.4,45.3,34.9,32.1,10.6,9.9,56.6,60,67.1,32.9,63.7,36.3,66.6,77.494,80.74,1.918,91.766,75.8,71.1,1.099,0.991
2011,"P10","Washington",7,32,70.7555,116.488,94.2736,22.2,116.9,94.7,33,23,10,69.69697,53.9,46.1,32.5,44.5,17,20.5,38,68.2,31.8,62,72.4,52.9,45.2,37.1,32.2,12.9,6.8,56.5,45.3,63.2,36.8,71.9,28.1,72.2,76.932,80.806,1.918,72.558,66.7,67.6,1.147,0.966
2011,"BE","West Virginia",5,32,62.7344,113.313,93.145,20,113.3,93.3,31,20,11,64.51613,48.4,45.6,40.7,35.4,18.9,18.9,40.5,64.4,35.6,59.5,64,47.4,46.5,33.5,29.1,11.4,8.2,63.6,48.4,66.3,33.7,67.8,32.2,63.5,77.377,79.846,2.351,51.905,70.6,69.1,1.087,1.002
2011,"B10","Wisconsin",4,16,56.891,121.946,96.348,26.1,121.6,95.5,31,23,8,74.19355,52,48.3,28,31.4,12.8,16.8,34.2,73,27,65.8,57.1,49.5,45.1,37.1,37.5,9.1,6,55.1,46.3,59.5,40.5,71.3,28.7,57.9,77.669,80.647,1.978,66.994,82.4,75,1.185,1.014
2011,"SC","Wofford",14,64,63.4771,111.911,104.341,7.8,110.7,102.9,33,21,12,63.63636,53.3,50,42,41.6,18,20.4,34.6,67.3,32.7,65.4,64.5,50.5,48.8,40.7,35.1,6.8,8.2,55.2,45.5,73.6,26.4,70,30,64.7,75.661,78.195,2.647,8.499,69.1,71.4,1.12,1.03
2011,"A10","Xavier",6,64,64.8622,112.808,96.2683,14.9,111.2,96.3,31,24,7,77.41935,51.5,46.2,44.9,34.8,18,18.8,32.4,72.1,27.9,67.6,65.4,52.1,43.8,33.3,33.8,8.8,9,54.1,59.3,68.9,31.1,64.6,35.4,66.1,77.273,81.609,2.048,69.842,74.8,73.1,1.094,0.972
2010,"SWAC","Arkansas Pine Bluff",16,64,64.9785,91.8221,99.7369,-7,91.4,98.4,31,16,15,51.6129,45,46,48.6,55.3,24.5,20.6,35.8,73.4,26.6,64.2,68.1,45,44.4,30.2,33.1,9.9,11.3,57.4,57.1,74.3,25.7,69.3,30.7,67.3,75.902,79.056,2.365,0.2,66.2,66.3,0.934,0.941
2010,"B12","Baylor",3,8,64.0252,118.384,94.9837,22.7,117.9,95.2,31,24,7,77.41935,54.6,44.6,37.3,34.7,20.6,17.8,38.3,67,33,61.7,67.3,53.1,41.5,38.6,33.8,17.8,6.5,50.4,55.9,67.5,32.5,66.1,33.9,65.7,77.932,82.395,1.704,62.004,73.3,67.6,1.13,0.98
2010,"Horz","Butler",5,2,63.243,110.745,90.7154,18.6,109.2,90.6,32,28,4,87.5,52,46.3,47.7,35.8,19.2,21.1,31.2,72.9,27.1,68.8,64.5,52.5,46.3,34.2,30.9,7.1,10.1,56.4,49.7,60.6,39.4,68.3,31.7,65.1,76.173,79.89,1.671,31.589,74.8,69.1,1.083,0.927
2010,"MWC","BYU",7,32,70.9239,117.315,92.8309,23.9,116.4,92.5,33,28,5,84.84848,55.1,46.3,38.2,36.4,15.9,22,31,73,27,69,71.1,51.5,44.4,41.6,33.6,9.1,7.3,55.6,53.9,66.8,33.2,68.6,31.4,72,77.005,80.071,1.561,27.091,78.6,67.5,1.162,0.924
2010,"P10","California",8,32,67.121,119.968,97.7354,22.8,119.5,96.7,33,23,10,69.69697,53.4,48.3,35.2,34,17.5,18.9,35.2,69.3,30.7,64.8,68.2,52.3,48.4,37.3,32.1,6.3,9.4,51.8,50.6,69.8,30.2,69,31,68.7,76.598,79.977,2.356,54.719,75.7,69.7,1.139,0.999
2010,"ACC","Clemson",7,64,67.2015,109.94,90.3071,20.1,109.5,89.4,31,21,10,67.74194,51,46.1,35.3,34.9,21.2,25,36.2,66.4,33.6,63.8,70,51.2,46.8,33.6,29.4,12.3,8,53.3,50.7,66.6,33.4,71.6,28.4,69.5,76.722,79.585,1.583,61.661,65.9,67.7,1.047,0.912
2010,"Ivy","Cornell",12,16,63.4422,115.443,101.891,13.1,114,100.9,29,25,4,86.2069,56.4,47.6,28.9,38.9,18.5,20.9,32,70.3,29.7,68,65.4,50.3,45.2,43.7,35.3,10.5,8.3,60.7,51.4,60.1,39.9,68.9,31.1,65.9,77.273,80.837,2.416,1.23,73.2,71.9,1.139,0.978
2010,"ACC","Duke",1,1,64.9637,119.296,87.7467,31.1,119.1,88,34,29,5,85.29412,50.3,43.9,37.9,34.5,16.4,21.9,40.4,67.5,32.5,59.6,67.5,46.8,44.4,38.2,28.2,10.1,9.6,52.6,49.1,67.2,32.8,75.3,24.7,67.2,78.99,82.023,2.027,88.055,76.3,68.5,1.155,0.914
2010,"ASun","East Tennessee St.",16,64,66.1025,100.3,97.8928,1.1,98.1,97,33,19,14,57.57576,48,48.1,40,39.3,21.2,24.2,35.1,66.2,33.8,64.9,68.8,48.3,47.6,31.4,32.6,9.9,8.8,44.4,56.8,71.1,28.9,59.3,40.7,68.3,76.269,78.298,1.558,16.46,66.2,66.2,0.999,0.961
2010,"SEC","Florida",10,64,63.5599,112.433,97.4388,15.3,111.7,96.4,33,21,12,63.63636,49.4,48.1,33.8,26.9,18.3,20.6,36.7,67,33,63.3,66.4,50.5,48.1,31.3,32.1,7.1,10.1,54.2,52.9,68,32,67.1,32.9,65.7,77.298,81.117,1.486,89.841,70.2,67.3,1.074,0.981
2010,"ACC","Florida St.",9,64,64.8904,104.941,86.3361,17.9,103.8,85.9,31,22,9,70.96774,50.9,43.2,38.8,33.9,24.7,23.7,38.6,67.4,32.6,61.4,67.7,51.1,39.9,33.6,32.8,17.8,6.4,56.6,47.1,68,32,64.4,35.6,67.3,79.391,82.465,1.262,83.764,64.6,66.8,1.008,0.886
2010,"BE","Georgetown",3,64,65.0947,116.551,92.2687,22.2,115.1,92.9,33,23,10,69.69697,55.6,46.7,37.2,33,20.8,19.8,32.8,67.8,32.2,67.2,66.4,54.6,45.6,38.8,32.6,12.9,10.5,58.4,57.1,70,30,66,34,66.6,77.612,81.613,1.295,87.834,71.2,71.6,1.102,0.98
2010,"ACC","Georgia Tech",10,32,67.9549,108.997,90.9613,18.4,109,90.6,33,21,12,63.63636,50.6,43.7,37.4,34.7,23.1,21.3,38.3,65.7,34.3,61.7,70.6,48.9,42,36.7,31.2,14.1,8,52.3,57.3,71.7,28.3,64.9,35.1,69.8,78.311,80.907,1.267,83.706,64.2,66.7,1.024,0.933
2010,"WCC","Gonzaga",8,32,67.0743,112.378,95.585,17.3,111.2,93.9,31,25,6,80.64516,54.4,46.4,49.3,33.9,18.6,18.3,32.4,71.4,28.6,67.6,69.4,54.2,44.6,36.5,33.4,10.3,7.3,50.1,50.3,72.2,27.8,67.8,32.2,69.5,78.186,82.217,1.25,51.509,66.6,65.2,1.103,0.966
2010,"CUSA","Houston",13,64,70.8516,111.84,102.537,9.5,111.2,101.7,33,18,15,54.54545,48.1,51.3,33.3,39.7,12.5,23.4,30.8,61.7,38.3,69.2,71.6,45.2,51.5,35.6,33.7,7.3,8.2,45.6,49.7,64.5,35.5,70.3,29.7,72.8,76.061,79.333,1.998,23.414,71,70.9,1.093,1.042
2010,"B12","Kansas",1,32,66.6569,119.854,87.3419,31.4,120,88.6,34,32,2,94.11765,55.1,43,42.4,31.2,18.5,20.2,38.2,68.3,31.7,61.8,69.5,52.3,40,40.9,33,15.8,9.2,60,55.6,69.6,30.4,68.1,31.9,68.4,77.198,81.169,1.425,85.29,70.1,67.7,1.168,0.912
2010,"B12","Kansas St.",2,8,69.501,115.425,90.4885,25.4,115.5,90.1,32,25,7,78.125,50.6,46.9,52.1,47.3,20.2,23.6,41,66.8,33.2,59,71.7,49.2,45.6,35.7,33.1,12.5,8.8,55.7,52.2,67.8,32.2,70.2,29.8,71,76.713,80.729,1.717,43.295,66.5,69.3,1.1,0.958
2010,"SEC","Kentucky",1,8,67.5908,114.384,89.4743,24.9,114,89.1,34,32,2,94.11765,53,43.5,43.5,27.7,20.5,19.9,40.8,68,32,59.2,70.1,53.8,41.4,34.1,31.7,17.8,7.6,52.6,46.9,70.1,29.9,66.1,33.9,69.5,78.675,81.805,0.851,90.246,67.9,70.1,1.12,0.922
2010,"Pat","Lehigh",16,64,68.4313,104.907,106.362,-2.2,103.1,105.3,32,22,10,68.75,51.6,48.2,43.4,31.5,18.5,19.4,29.7,70.9,29.1,70.3,70,48,46.4,40,34.4,6.6,8.1,59.2,57.9,70.3,29.7,65,35,70.6,76.36,79.488,1.651,10.619,71.6,71.2,1.066,0.994
2010,"BE","Louisville",9,64,65.9182,115.013,97.1787,17.3,114.5,97.2,32,20,12,62.5,51.5,48.2,36.4,40.9,19.9,22.3,39.7,62.8,37.2,60.3,68,51.9,46.6,33.9,34.3,11.1,5.9,58.6,56.2,60.1,39.9,67.7,32.3,67.4,76.988,80.572,1.649,78.786,70.3,70,1.111,1.013
2010,"BE","Marquette",6,64,61.8892,114.599,94.1043,19.9,113.9,94,33,22,11,66.66667,52.5,49.3,35.1,29.5,15.8,22.1,31.4,66.9,33.1,68.6,64.4,47.9,50,40.6,31.7,5.6,10.1,60,55.9,64.9,35.1,71,29,64.2,74.65,78.144,2.201,17.888,74,68.1,1.117,0.983
2010,"ACC","Maryland",4,32,68.1243,117.599,94.8962,21.5,115.8,94.3,30,22,8,73.33333,51.9,44.3,33.9,29,16.7,21.5,35.3,62.9,37.1,64.7,70.2,49.9,41.7,38.8,33.2,10.9,7.9,56.1,47.7,75.5,24.5,68.2,31.8,70.4,77.918,79.984,2.003,75.457,72.3,70,1.115,0.957
2010,"B10","Michigan St.",5,4,65.5206,112.268,91.9702,19.5,111.6,92.1,32,24,8,75,51.5,46.5,36.2,29.9,21,19.4,40.5,71.6,28.4,59.5,66.5,52.1,45.3,33.3,32.5,8.9,6.1,62,57.4,74.8,25.2,62.8,37.2,67.5,76.501,79.708,1.634,87.758,68.1,71.5,1.088,0.954
2010,"B10","Minnesota",11,64,65.3869,112.547,93.7989,19.8,112.8,93,34,21,13,61.76471,53.7,46.7,34.3,32.9,19.1,21.6,33.4,68,32,66.6,66,50.5,44,40.4,34,16.1,6.9,63.7,58.7,68.7,31.3,62,38,67.4,77.323,80.995,1.739,60.317,70.2,68.2,1.094,0.961
2010,"B12","Missouri",10,32,68.6097,110.105,90.4261,20.3,110.5,90.2,32,22,10,68.75,50.3,45.6,33.5,38.7,18.1,27.3,34.8,62.1,37.9,65.2,71.3,47.7,45.3,37.1,30.8,12.1,7.5,55.7,49,66.6,33.4,69.4,30.6,70.9,77.331,80.341,1.738,48.074,72.8,70,1.079,0.915
2010,"BSky","Montana",14,64,61.6822,106.707,98.1992,4,103.8,99.8,29,20,9,68.96552,54.5,47.7,37.3,38.6,19.1,19.8,30,70.3,29.7,70,63.5,52,44.6,39.8,36.5,9,7.5,48.4,45.5,67.9,32.1,69.9,30.1,63.2,77.495,81.22,2.025,21.883,72.2,66.1,1.093,0.979
2010,"MEAC","Morgan St.",15,64,68.151,105.657,103.75,0.4,104.1,103.7,36,27,9,75,47.9,46.5,44.2,42.9,19.1,20.3,40.1,65.4,34.6,59.9,70,46.8,45.6,33.8,32.7,9.4,9.5,48.6,46.7,72.5,27.5,74.1,25.9,70,76.468,79.726,1.776,0.2,70.3,67.1,1.081,0.989
2010,"OVC","Murray St.",13,32,65.5723,108.952,94.3666,11.6,106.2,94.6,32,28,4,87.5,55.5,43.9,42.9,34,21.4,24.4,39.1,66.7,33.3,60.9,67.7,55.4,40.9,37.2,34,14,7.7,56.7,51.1,68.7,31.3,70.6,29.4,67.4,75.781,78.992,1.736,12.64,70.3,69.9,1.124,0.901
2010,"MWC","New Mexico",3,32,67.1887,114.142,96.7568,17.9,114.4,96.5,33,29,4,87.87879,51,49.4,45.6,35.6,16.4,20.3,35.8,73.2,26.8,64.2,67.8,47.9,49.1,37.5,33.1,10.8,7.3,56.7,55.8,63.1,36.9,59.7,40.3,68.7,77.047,79.656,1.508,49.461,67.7,67.7,1.122,0.982
2010,"WAC","New Mexico St.",12,64,70.1148,111.342,105.22,3.7,109,105.3,32,21,11,65.625,53.4,51.3,38,31.2,17.9,18.6,29.7,65.9,34.1,70.3,72.3,51.7,50.1,37.4,35.7,8,7.1,53.4,57.4,61.3,38.7,65.5,34.5,72,76.503,79.225,1.708,19.361,70.1,68.9,1.086,1.079
2010,"SB","North Texas",15,64,67.1128,102.939,103.298,-1.5,101.6,103.1,30,22,8,73.33333,50.9,47.5,52.8,32.7,21.1,18.3,32.2,70.1,29.9,67.8,68.8,51.5,47,33.1,32.7,6.8,10.7,49.6,44.5,69.7,30.3,74.3,25.7,68.7,76.493,79.416,1.925,20.119,71.8,71.2,1.05,0.999
2010,"MVC","Northern Iowa",9,16,58.576,108.029,89.7638,17.5,107,89.5,32,28,4,87.5,49.7,46.2,36.4,28.5,17.7,20.6,30.7,74.1,25.9,69.3,59.4,47.7,44.3,35.3,33.2,6.4,6.1,49.6,44.3,62.6,37.4,64.6,35.4,60.3,76.605,80.616,1.964,12.129,75.4,69,1.066,0.914
2010,"BE","Notre Dame",6,64,62.3372,119.809,101.439,19,119.6,100.6,34,23,11,67.64706,54.1,49.4,39.1,27.9,15.9,16,34.5,69.5,30.5,65.5,64.4,51.5,47.7,39.4,35.1,7.8,9.1,63.9,55.8,65.8,34.2,66.6,33.4,64.9,76.827,80,2.332,57.766,72.3,74.4,1.169,1.059
2010,"Sum","Oakland",14,64,68.5659,107.635,103.917,3.1,106,102.9,32,24,8,75,49.4,50.1,40.6,31.5,19.6,18.3,37.2,68.8,31.2,62.8,70,50,49.7,32,33.9,11.3,8.8,49.3,47.2,69.1,30.9,73.7,26.3,69.9,76.493,80.762,1.964,15.114,71.5,67.6,1.075,1.025
2010,"MAC","Ohio",14,32,68.1933,105.808,98.4546,5.5,103.7,98.2,34,20,14,58.82353,48.9,46,40.8,36,18.1,21.4,31.1,66.1,33.9,68.9,68.8,46.3,46.2,35.8,30.4,6.7,9.1,57.5,56.9,64.8,35.2,66.6,33.4,70.1,76.578,80.311,1.364,24.434,73.3,70.3,1.046,0.976
2010,"B10","Ohio St.",2,16,64.023,117.429,91.9581,24.7,116.2,91.5,34,27,7,79.41176,56.4,47.4,35.7,26.8,17.3,21.7,29.4,71.5,28.5,70.6,64.8,55.5,45,38.8,34.3,12,5.9,54.8,56,65.1,34.9,63.2,36.8,66.1,77.796,79.477,1.975,77.427,68.9,70.6,1.136,0.937
2010,"B12","Oklahoma St.",7,64,66.2045,111.497,94.9637,18.9,112.3,93.4,32,22,10,68.75,52.3,48.2,36.7,36.7,18.4,19.3,29.5,72.4,27.6,70.5,68.9,52,44.8,35.2,36.4,7.1,9.1,49.1,49.1,58.1,41.9,65.5,34.5,67.9,75.231,78.633,1.456,59.468,71.5,68.8,1.073,0.984
2010,"CAA","Old Dominion",11,32,62.4677,107.842,90.1999,17.1,106.6,89.5,34,26,8,76.47059,48.9,45.3,30.2,30.5,20.2,22.5,42.8,70.4,29.6,57.2,63.2,49.4,45.4,31.6,30,8.7,8.3,60,53.3,74.6,25.4,65.4,34.6,63.8,77.248,80.141,1.96,4.171,64.5,66.4,1.065,0.901
2010,"BE","Pittsburgh",3,32,60.3262,111.307,92.5315,17.7,110,92.3,32,24,8,75,49.6,44.5,42.6,32.8,19.5,16.9,37.3,68.4,31.6,62.7,62.1,48.8,43.6,34.3,31.3,10.5,10.8,67.1,50.9,70.7,29.3,71.2,28.8,62,76.381,79.618,1.44,68.381,69.5,65.6,1.073,0.967
2010,"B10","Purdue",4,16,65.4793,110.762,88.1665,22.5,109.8,87.3,32,27,5,84.375,49.4,45.4,39.8,37.4,16.3,23.8,30.7,68.6,31.4,69.3,66.5,50.1,42.2,31.9,35.7,12.1,6.8,56.5,51.4,69.7,30.3,71.3,28.7,67.5,77.013,80.088,1.783,73.138,72.6,71,1.069,0.916
2010,"A10","Richmond",7,64,62.1031,108.108,92.8809,14.6,106.5,91.9,34,26,8,76.47059,51,43.8,32.6,35.8,16.9,22.8,26.7,64.8,35.2,73.3,65.1,50,43.5,35.1,29.7,12.1,9.4,51.4,45.7,63.9,36.1,68.9,31.1,63.9,77.704,80.887,2.066,22.243,69.7,70.6,1.042,0.936
2010,"NEC","Robert Morris",15,64,65.7182,99.6218,101.452,-2.6,98.9,101.5,34,23,11,67.64706,49,47,45.9,46.9,21.7,23.2,34.5,67.5,32.5,65.5,67.6,46.7,46.2,36.5,32.3,7.2,8.5,53.6,57.2,71,29,61.9,38.1,67.4,75.785,79.428,1.814,7.912,66.1,71.6,1.013,0.971
2010,"WCC","Saint Mary's",10,16,66.3664,116.442,97.0364,17.9,115.2,97.3,30,25,5,83.33333,55.7,45.8,32.1,31.4,17,16.3,33.9,69.1,30.9,66.1,67.3,52.3,46.7,41.1,28.3,11.5,6.6,58.5,38.2,64.4,35.6,77.5,22.5,68.2,77.672,82.177,1.478,22.783,76.5,64.6,1.167,0.981
2010,"Slnd","Sam Houston St.",14,64,68.6965,110.763,103.694,7.5,110.2,102.7,28,21,7,75,54.3,50.3,39.5,41.7,18.9,21.1,34.4,69.6,30.4,65.6,70.4,52.1,50.2,38.5,33.6,6,9,72,67.7,60.2,39.8,66.7,33.3,70,74.737,78.112,2.309,2.044,70.9,69.3,1.125,1.018
2010,"MWC","San Diego St.",11,64,62.9348,111.49,94.1721,15.3,109.9,94.6,31,23,8,74.19355,52,46.9,41,31.5,21,20.7,40.2,68.2,31.8,59.8,63.9,53.6,43.4,32.3,35.8,13.1,8.6,52,56.7,69.3,30.7,65.7,34.3,64.4,77.161,80.348,1.438,48.75,61.4,69.6,1.08,0.965
2010,"MAAC","Siena",13,64,68.3596,109.569,95.6534,12.5,108.2,95.7,33,27,6,81.81818,49.8,47.9,39.2,21,17.4,21.7,35.6,70.1,29.9,64.4,69.8,50.3,47.2,32.3,32.9,8.7,7.1,52.6,53.1,75.4,24.6,68.6,31.4,70.6,76.591,79.377,2.178,13.214,67,63.6,1.074,0.929
2010,"BE","Syracuse",1,16,68.6909,118.167,90.5783,26.9,116.7,89.8,32,28,4,87.5,57.3,46.1,37.4,25.3,21.1,22.7,37.2,65,35,62.8,71.5,57.2,45.9,38.5,31,17.9,5.7,64.4,64.4,70.1,29.9,59.6,40.4,71.5,78.177,80.458,1.804,56.087,67.1,63.8,1.14,0.936
2010,"A10","Temple",5,64,59.9751,107.306,86.2797,19.5,106.2,86.7,34,29,5,85.29412,48.9,42.4,27.7,26.6,16.8,18.1,32.5,72.4,27.6,67.5,62,48,42.5,33.8,28.1,8,7.8,60.9,47.6,68.9,31.1,67.8,32.2,61.6,77.593,80.461,1.792,31.121,68.9,69.5,1.039,0.898
2010,"SEC","Tennessee",6,8,67.6684,106.604,89.2115,17.2,106.7,89.5,33,25,8,75.75758,50.2,44.9,36,40.9,18.7,23.7,32.5,68.2,31.8,67.5,70.4,51.7,45.5,31.3,29.3,11,10.6,53.3,51.9,68.3,31.7,62,38,69.6,78.145,80.462,1.941,51.85,66.9,69.6,1.042,0.919
2010,"B12","Texas",8,64,71.1683,113.444,92.8117,21.3,113.2,91.9,33,24,9,72.72727,51.3,44.8,40.4,35.3,18.7,20.3,39.6,68.4,31.6,60.4,73.7,51.2,43.5,34.5,32.1,13.1,7.9,48.8,46.4,74.1,25.9,71.5,28.5,72.9,76.416,79.647,1.575,85.262,63.4,68.6,1.095,0.939
2010,"B12","Texas A&M",5,32,64.0152,112.093,91.9447,19.4,111.1,91.7,31,22,9,70.96774,49.8,46.9,49.9,37.4,18.4,20.9,33.9,69.5,30.5,66.1,66.5,49.4,45,33.6,33.9,9.4,12.4,50.8,55.6,65.5,34.5,66.4,33.6,66.1,76.731,79.988,1.698,77.137,66.3,70.2,1.066,0.969
2010,"BW","UC Santa Barbara",15,64,66.0756,100.038,97.6604,2.7,99.3,96.6,28,19,9,67.85714,51.3,47.9,46.9,39.5,22.8,22.3,27.5,67.3,32.7,72.5,67.6,48.2,49.3,37.8,30.5,9.7,7.9,61.1,57.2,63.9,36.1,60.1,39.9,67.6,76.86,80.102,1.468,8.349,68.2,66.4,0.996,0.972
